Dates,DayOfWeek,PdDistrict,Address,X,Y
2012-10-05 20:33:00,Friday,INGLESIDE,900 Block of ELLSWORTH ST,-122.416517427405,37.7330103867416
2011-12-27 12:44:00,Tuesday,SOUTHERN,600 Block of HARRISON ST,-122.39677515433901,37.782958241662506
2009-08-19 14:10:00,Wednesday,TENDERLOIN,400 Block of HYDE ST,-122.416235852379,37.784912573847606
2014-03-04 07:00:00,Tuesday,INGLESIDE,100 Block of BERTITA ST,-122.440422494732,37.7187341876878
2004-10-28 08:38:00,Thursday,TARAVAL,31ST AV / LINCOLN WY,-122.490114277231,37.7648789523081
2008-04-05 18:00:00,Saturday,BAYVIEW,4700 Block of 3RD ST,-122.39068958255699,37.735217228007706
2008-06-23 23:13:00,Monday,MISSION,2500 Block of MISSION ST,-122.41875384815201,37.756225011974394
2014-12-14 22:00:00,Sunday,SOUTHERN,11TH ST / FOLSOM ST,-122.41402726268998,37.7718636177154
2014-01-26 02:00:00,Sunday,TENDERLOIN,100 Block of ELLIS ST,-122.408270724034,37.78549414241861
2013-06-27 20:00:00,Thursday,TENDERLOIN,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2013-09-21 10:00:00,Saturday,MISSION,SHOTWELL ST / 16TH ST,-122.416389710283,37.7652491154383
2013-02-21 21:30:00,Thursday,MISSION,18TH ST / MISSION ST,-122.419360352761,37.7618358012376
2009-07-22 13:37:00,Wednesday,SOUTHERN,MCCOPPIN ST / VALENCIA ST,-122.422526328922,37.7715962069104
2008-11-25 11:58:00,Tuesday,MISSION,MISSION ST / 14TH ST,-122.41998344769699,37.768272676361896
2009-10-18 22:04:00,Sunday,TARAVAL,ULLOA ST / CLAREMONT BL,-122.465037066383,37.740651272238495
2006-03-12 19:00:00,Sunday,MISSION,500 Block of CASTRO ST,-122.43485678021099,37.760077705313705
2007-10-02 22:00:00,Tuesday,TARAVAL,0 Block of WESTGATE DR,-122.465948189789,37.7277933438403
2010-07-17 01:00:00,Saturday,MISSION,VALENCIA ST / 15TH ST,-122.422045943548,37.7665387195995
2007-08-22 19:45:00,Wednesday,SOUTHERN,100 Block of BERRY ST,-122.392210875634,37.776614446610395
2007-01-14 12:43:00,Sunday,BAYVIEW,17TH ST / WISCONSIN ST,-122.399665928123,37.764956715066106
2006-02-11 05:30:00,Saturday,MISSION,200 Block of DOLORES ST,-122.426357450236,37.766008643017294
2010-04-06 15:00:00,Tuesday,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2008-09-17 00:30:00,Wednesday,CENTRAL,TAYLOR ST / SUTTER ST,-122.411888791823,37.788808290379706
2006-05-15 12:30:00,Monday,MISSION,16TH ST / JULIAN AV,-122.42090174945601,37.7649778918035
2010-05-08 16:48:00,Saturday,CENTRAL,600 Block of HYDE ST,-122.416477397948,37.786795408034294
2007-02-07 08:00:00,Wednesday,MISSION,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
2012-07-29 14:50:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-01-23 00:38:00,Monday,SOUTHERN,200 Block of 11TH ST,-122.414746124235,37.772365252588
2010-08-01 12:00:00,Sunday,TARAVAL,0 Block of ACEVEDO AV,-122.48385230275801,37.719762860988105
2010-10-20 14:54:00,Wednesday,SOUTHERN,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2006-02-10 13:25:00,Friday,TENDERLOIN,0 Block of OFARRELL ST,-122.405895369887,37.786734218498296
2013-01-07 18:45:00,Monday,PARK,HAIGHT ST / BUENAVISTAWEST AV,-122.44331194960199,37.7704697548539
2013-02-21 00:01:00,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-11-04 14:09:00,Saturday,TENDERLOIN,0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2010-05-19 13:52:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-08-21 04:13:00,Tuesday,CENTRAL,LARKIN ST / BUSH ST,-122.418658294829,37.7889098399421
2005-04-09 11:00:00,Saturday,MISSION,22ND ST / NOE ST,-122.43217926229099,37.7546271730818
2009-03-19 09:00:00,Thursday,NORTHERN,HAIGHT ST / STEINER ST,-122.43209555515399,37.7718957419666
2014-03-21 16:01:00,Friday,SOUTHERN,500 Block of 9TH ST,-122.407702149718,37.7706967930865
2005-01-26 23:00:00,Wednesday,RICHMOND,CALIFORNIA ST / DIVISADERO ST,-122.44044268401,37.7880671350211
2014-04-15 01:00:00,Tuesday,NORTHERN,1000 Block of VANNESS AV,-122.421483131371,37.7854421872655
2007-04-16 18:14:00,Monday,SOUTHERN,SUTTER ST / SANSOME ST,-122.40031605728599,37.790099627367
2009-03-22 22:50:00,Sunday,MISSION,19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
2014-05-28 23:30:00,Wednesday,INGLESIDE,100 Block of BLYTHDALE AV,-122.42055675144199,37.7108945814914
2013-11-11 17:00:00,Monday,CENTRAL,STOCKTON ST / POST ST,-122.406775392392,37.7884982866148
2013-03-08 19:45:00,Friday,NORTHERN,500 Block of GOUGH ST,-122.423329924361,37.7782815455989
2015-02-21 15:42:00,Saturday,SOUTHERN,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2006-06-02 13:08:00,Friday,MISSION,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2010-12-15 12:10:00,Wednesday,NORTHERN,EDDY ST / FRANKLIN ST,-122.422467251653,37.7826837258796
2006-01-26 17:30:00,Thursday,SOUTHERN,200 Block of KING ST,-122.392773013909,37.7770867759344
2011-01-11 02:00:00,Tuesday,NORTHERN,2200 Block of FILBERT ST,-122.436507039587,37.7978600474455
2006-02-07 00:41:00,Tuesday,CENTRAL,GEARY ST / LEAVENWORTH ST,-122.414809966357,37.7865194111614
2009-02-21 21:30:00,Saturday,CENTRAL,1100 Block of LEAVENWORTH ST,-122.41594650366699,37.79183504251421
2007-08-25 18:20:00,Saturday,TENDERLOIN,0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2012-06-28 15:45:00,Thursday,NORTHERN,1000 Block of POLK ST,-122.419858277339,37.786137125238
2012-10-01 13:36:00,Monday,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.41402982172701,37.7823291237659
2014-08-07 19:57:00,Thursday,TARAVAL,JUDAH ST / 39TH AV,-122.49842562201,37.7607552216016
2011-06-13 20:36:00,Monday,MISSION,1200 Block of YORK ST,-122.40818042923,37.7520351527768
2014-10-03 22:26:00,Friday,MISSION,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
2005-12-29 17:18:00,Thursday,TENDERLOIN,100 Block of JONES ST,-122.412249767634,37.782556330202
2007-02-07 12:45:00,Wednesday,TARAVAL,2100 Block of 24TH AV,-122.48130501918399,37.747461318190496
2007-08-21 05:14:00,Tuesday,BAYVIEW,KEITH ST / SHAFTER AV,-122.388856204292,37.729980967299596
2009-05-30 22:06:00,Saturday,CENTRAL,HYDE ST / CALIFORNIA ST,-122.417392830334,37.7909741243591
2010-07-15 14:38:00,Thursday,INGLESIDE,4900 Block of MISSION ST,-122.438519414468,37.719605303427
2004-08-06 18:40:00,Friday,BAYVIEW,APOLLO ST / THORNTON AV,-122.39858406686301,37.7315634062618
2011-06-27 15:30:00,Monday,PARK,600 Block of STANYAN ST,-122.453563238036,37.7696403896003
2012-11-13 23:00:00,Tuesday,CENTRAL,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355
2009-09-17 09:00:00,Thursday,BAYVIEW,1400 Block of UNDERWOOD AV,-122.389103780329,37.728162931925795
2004-11-12 10:26:00,Friday,SOUTHERN,VANNESS AV / MARKET ST,-122.419257894821,37.775146291630996
2009-02-18 09:53:00,Wednesday,INGLESIDE,900 Block of GOETTINGEN ST,-122.403806102049,37.7204296602863
2013-09-02 19:35:00,Monday,NORTHERN,TURK ST / FILLMORE ST,-122.432142776025,37.780495583709005
2015-01-05 09:31:00,Monday,SOUTHERN,1100 Block of MARKET ST,-122.41371122073,37.7796660426062
2004-12-12 20:00:00,Sunday,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2011-07-27 18:35:00,Wednesday,BAYVIEW,1700 Block of CORTLAND AV,-122.407957913843,37.739569947121204
2013-07-12 12:58:00,Friday,RICHMOND,GEARY BL / COOK ST,-122.452144682873,37.7818526961918
2011-11-29 01:15:00,Tuesday,MISSION,100 Block of CAPP ST,-122.418549940195,37.7642837095036
2015-01-05 19:50:00,Monday,TARAVAL,2000 Block of 28TH AV,-122.485860005243,37.7491312544017
2004-05-27 19:00:00,Thursday,PARK,0 Block of GLENDALE ST,-122.442732244305,37.75637376826229
2014-08-08 12:41:00,Friday,PARK,HAIGHT ST / ASHBURY ST,-122.446933310975,37.77000619883579
2007-09-06 15:46:00,Thursday,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2012-08-12 20:15:00,Sunday,NORTHERN,500 Block of OCTAVIA ST,-122.42469485523998,37.7773792699502
2008-03-05 18:00:00,Wednesday,NORTHERN,400 Block of OCTAVIA ST,-122.42457908238,37.77592613356379
2006-01-13 18:13:00,Friday,INGLESIDE,GENEVA AV / MISSION ST,-122.441018108888,37.7164586830811
2010-03-25 17:35:00,Thursday,TARAVAL,500 Block of ORTEGA ST,-122.468875077545,37.75424334356861
2010-09-11 14:30:00,Saturday,TENDERLOIN,400 Block of OFARRELL ST,-122.411742515582,37.7858882195106
2006-10-31 19:56:00,Tuesday,MISSION,700 Block of CAPP ST,-122.41764995973601,37.7546827649656
2004-08-07 08:00:00,Saturday,RICHMOND,JOHN F KENNEDY DR / UPPER GREAT HY,-122.510925873318,37.7704317242515
2010-01-30 19:37:00,Saturday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2006-04-21 16:15:00,Friday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2005-06-17 09:00:00,Friday,TENDERLOIN,500 Block of LEAVENWORTH ST,-122.41464540990101,37.7860688364633
2013-05-03 23:07:00,Friday,TENDERLOIN,LARKIN ST / GROVE ST,-122.416583456133,37.778659154150795
2007-12-24 19:50:00,Monday,INGLESIDE,200 Block of TALBERT ST,-122.40718308074601,37.7088095309172
2012-09-18 12:05:00,Tuesday,NORTHERN,1600 Block of GREEN ST,-122.42626338171301,37.7972480254184
2010-07-13 12:00:00,Tuesday,CENTRAL,1100 Block of UNION ST,-122.418648752342,37.7993058366445
2013-03-06 11:40:00,Wednesday,MISSION,3300 Block of 20TH ST,-122.41523991157801,37.7589178812609
2005-06-05 10:47:00,Sunday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2005-07-14 00:01:00,Thursday,MISSION,400 Block of EUREKA ST,-122.437638449339,37.754907329855
2007-10-07 14:30:00,Sunday,RICHMOND,FULTON ST / 6TH AV,-122.46374992639099,37.7736224122729
2009-12-09 00:30:00,Wednesday,NORTHERN,1000 Block of POST ST,-122.41912629534201,37.7869849580362
2013-01-10 18:51:00,Thursday,MISSION,2200 Block of MISSION ST,-122.419350173229,37.76101609120561
2010-12-18 18:45:00,Saturday,CENTRAL,GRANT AV / POST ST,-122.405222821755,37.7886936920129
2005-04-10 20:45:00,Sunday,MISSION,16TH ST / MISSION ST,-122.419671780303,37.7650501214714
2010-12-03 17:00:00,Friday,TENDERLOIN,500 Block of HYDE ST,-122.416459785313,37.7860170554787
2015-01-23 09:46:00,Friday,MISSION,3100 Block of CESAR CHAVEZ ST,-122.412594354828,37.748166005622295
2004-10-03 23:36:00,Sunday,BAYVIEW,CESAR CHAVEZ ST / VERMONT ST,-122.402868034989,37.749478392917
2006-01-28 13:59:00,Saturday,SOUTHERN,700 Block of MARKET ST,-122.40535937175301,37.7859774761625
2004-10-12 12:00:00,Tuesday,SOUTHERN,1300 Block of MARKET ST,-122.416818891994,37.776936201488105
2012-06-17 07:30:00,Sunday,RICHMOND,300 Block of 3RD AV,-122.46106467981501,37.782108632709104
2013-07-12 15:00:00,Friday,PARK,100 Block of CLARENDON AV,-122.45218488532,37.7583651304443
2009-07-09 10:36:00,Thursday,TARAVAL,1200 Block of VICENTE ST,-122.480266610436,37.7391666705037
2005-05-04 21:49:00,Wednesday,PARK,OFARRELL ST / DIVISADERO ST,-122.43929911669301,37.7824492640906
2011-06-01 14:36:00,Wednesday,SOUTHERN,700 Block of 4TH ST,-122.394548293028,37.7766651941599
2014-01-12 18:05:00,Sunday,CENTRAL,300 Block of JEFFERSON ST,-122.41827069671899,37.8078519838014
2006-07-01 12:00:00,Saturday,TARAVAL,1700 Block of 21ST AV,-122.478747875056,37.755058795846296
2009-08-18 19:00:00,Tuesday,SOUTHERN,400 Block of 2ND ST,-122.394590082359,37.7839328723421
2007-12-27 06:30:00,Thursday,TENDERLOIN,OFARRELL ST / HYDE ST,-122.416261836834,37.78537508463761
2008-12-10 10:24:00,Wednesday,MISSION,400 Block of SHOTWELL ST,-122.415932937248,37.761222332962106
2014-06-10 00:01:00,Tuesday,PARK,1700 Block of OAK ST,-122.44814005907499,37.7717170013104
2010-01-27 17:00:00,Wednesday,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2012-06-02 11:45:00,Saturday,PARK,1200 Block of HAYES ST,-122.43699090185,37.7751511140703
2006-07-27 18:00:00,Thursday,CENTRAL,1000 Block of UNION ST,-122.416949126396,37.7995236495692
2010-07-30 00:22:00,Friday,RICHMOND,FULTON ST / 33RD AV,-122.49275992440599,37.7721768876173
2014-01-10 20:33:00,Friday,TARAVAL,1300 Block of 43RD AV,-122.502708098898,37.7614820910625
2013-05-27 21:31:00,Monday,BAYVIEW,CAROLINA ST / 23RD ST,-122.399659400982,37.7546888658696
2007-06-30 08:00:00,Saturday,INGLESIDE,SAN JOSE AV / ALEMANY BL,-122.457065443748,37.7101113689453
2011-02-21 07:54:00,Monday,NORTHERN,100 Block of CHURCH ST,-122.429159883658,37.7690612353533
2006-06-03 16:38:00,Saturday,NORTHERN,500 Block of HAIGHT ST,-122.431268066985,37.771946506645705
2013-05-05 02:00:00,Sunday,MISSION,4000 Block of 19TH ST,-122.433196416882,37.7594445682563
2009-02-02 10:10:00,Monday,BAYVIEW,2100 Block of PALOU AV,-122.40104673463301,37.739919931079605
2008-08-08 21:29:00,Friday,RICHMOND,2400 Block of SUTTER ST,-122.440731807636,37.7851939209085
2013-04-20 23:00:00,Saturday,SOUTHERN,HARRISON ST / 10TH ST,-122.41127918996901,37.7715785765043
2004-10-26 00:50:00,Tuesday,PARK,600 Block of ASHBURY ST,-122.44690586002301,37.769523314641
2012-11-18 07:30:00,Sunday,INGLESIDE,4000 Block of FOLSOM ST,-122.41346283152599,37.736466334010295
2005-11-17 09:00:00,Thursday,BAYVIEW,600 Block of MINNESOTA ST,-122.390565753138,37.7622810879309
2010-03-24 09:30:00,Wednesday,INGLESIDE,100 Block of HIGHLAND AV,-122.422067184937,37.737362360521296
2007-08-06 19:45:00,Monday,CENTRAL,1200 Block of SACRAMENTO ST,-122.41347624068199,37.7923912334945
2009-05-16 23:14:00,Saturday,INGLESIDE,1800 Block of FELTON ST,-122.422865049723,37.72531632535609
2007-11-02 23:59:00,Friday,BAYVIEW,600 Block of INDIANA ST,-122.39172714593,37.762851481453
2011-07-12 17:45:00,Tuesday,NORTHERN,WEBSTER ST / BUSH ST,-122.431816136158,37.7872308879289
2014-05-16 22:30:00,Friday,MISSION,3400 Block of 21ST ST,-122.42473435211299,37.7567393379355
2008-10-19 14:40:00,Sunday,CENTRAL,200 Block of GEARY ST,-122.407434989523,37.787515874162295
2008-02-07 21:00:00,Thursday,TARAVAL,1700 Block of 32ND AV,-122.49039712650298,37.754545140843895
2006-06-12 18:30:00,Monday,BAYVIEW,0 Block of DOUBLEROCK ST,-122.38777500251499,37.7204658651293
2005-12-16 21:20:00,Friday,BAYVIEW,2400 Block of SAN BRUNO AV,-122.404952461327,37.7307376243582
2013-02-20 01:00:00,Wednesday,PARK,1800 Block of GOLDEN GATE AV,-122.441044298253,37.77834925567209
2010-02-26 14:00:00,Friday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-02-13 14:00:00,Sunday,SOUTHERN,MARKET ST / 3RD ST,-122.40343408675301,37.7876430501571
2012-09-18 19:00:00,Tuesday,INGLESIDE,500 Block of CAMPBELL AV,-122.407293153167,37.7154937188555
2012-07-27 12:56:00,Friday,BAYVIEW,BAY SHORE BL / OAKDALE AV,-122.405242467114,37.7430506903112
2009-06-23 12:00:00,Tuesday,TARAVAL,1800 Block of 28TH AV,-122.486120945061,37.7528622159294
2012-09-05 23:16:00,Wednesday,NORTHERN,400 Block of GOLDEN GATE AV,-122.41800394624799,37.7813938356093
2011-06-30 01:30:00,Thursday,MISSION,4100 Block of 18TH ST,-122.435563016294,37.760801062884
2004-10-01 21:37:00,Friday,INGLESIDE,0 Block of SANTOS ST,-122.41847388242,37.7121040537994
2004-09-30 21:57:00,Thursday,SOUTHERN,200 Block of FREMONT ST,-122.394688229661,37.7889437645084
2013-08-19 18:30:00,Monday,PARK,1200 Block of FULTON ST,-122.437347216692,37.7769057160155
2014-04-02 23:23:00,Wednesday,NORTHERN,VANNESS AV / GEARY BL,-122.421395819115,37.7856843389472
2013-11-13 14:30:00,Wednesday,PARK,900 Block of STANYAN ST,-122.45278260374201,37.76590825199671
2012-04-03 18:10:00,Tuesday,BAYVIEW,200 Block of BAY SHORE BL,-122.404304136216,37.7442180802683
2011-10-04 20:09:00,Tuesday,MISSION,2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2010-01-31 15:00:00,Sunday,CENTRAL,JONES ST / GEARY ST,-122.413174494396,37.786719015554
2006-09-07 12:08:00,Thursday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2013-08-22 17:47:00,Thursday,NORTHERN,MCALLISTER ST / WEBSTER ST,-122.430047639392,37.7788487867396
2013-09-07 11:30:00,Saturday,PARK,LINCOLN WY / 7TH AV,-122.464299701157,37.7660152007973
2010-01-16 02:53:00,Saturday,NORTHERN,VANNESS AV / OFARRELL ST,-122.421195221815,37.7847536577561
2011-10-31 23:35:00,Monday,MISSION,600 Block of CAPP ST,-122.417664996559,37.7562905437465
2010-08-27 21:30:00,Friday,SOUTHERN,100 Block of STEUART ST,-122.39234976425699,37.7926450897756
2013-07-28 02:00:00,Sunday,NORTHERN,TURK ST / WEBSTER ST,-122.43042495533399,37.7807160084989
2009-03-17 15:12:00,Tuesday,SOUTHERN,1000 Block of MARKET ST,-122.41133956255699,37.7812707434494
2013-06-27 13:45:00,Thursday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2004-07-19 21:00:00,Monday,MISSION,15TH ST / FOLSOM ST,-122.415464372882,37.766937029292
2005-07-01 18:00:00,Friday,BAYVIEW,800 Block of INGERSON AV,-122.390632467341,37.7178133735208
2012-09-22 02:29:00,Saturday,SOUTHERN,500 Block of MINNA ST,-122.408673540372,37.7800574377607
2007-12-15 10:30:00,Saturday,INGLESIDE,300 Block of BRUNSWICK ST,-122.441929369106,37.711060917192896
2007-06-03 19:15:00,Sunday,NORTHERN,1000 Block of VANNESS AV,-122.42109228187901,37.7849996426672
2015-04-04 19:44:00,Saturday,NORTHERN,GROVE ST / BUCHANAN ST,-122.42810423549601,37.7771774966934
2008-09-06 00:10:00,Saturday,PARK,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2008-02-06 20:00:00,Wednesday,SOUTHERN,100 Block of 4TH ST,-122.4039407276,37.784300707234394
2010-11-03 17:58:00,Wednesday,NORTHERN,POLK ST / TURK ST,-122.418996371999,37.7821689138292
2011-02-27 02:16:00,Sunday,CENTRAL,700 Block of FRONT ST,-122.399713028387,37.7982854223177
2012-12-30 11:32:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-05-17 17:05:00,Thursday,NORTHERN,1800 Block of CHESTNUT ST,-122.43378481370002,37.801074930846895
2012-05-03 22:00:00,Thursday,SOUTHERN,100 Block of HOWARD ST,-122.393023604356,37.7909940356997
2015-04-17 00:40:00,Friday,TENDERLOIN,400 Block of JONES ST,-122.41289924968599,37.7850974904289
2006-01-15 18:20:00,Sunday,CENTRAL,2800 Block of LEAVENWORTH ST,-122.418930302924,37.80735025163229
2014-01-12 02:40:00,Sunday,PARK,600 Block of DUBOCE AV,-122.434249624241,37.769200289573796
2005-06-16 03:05:00,Thursday,INGLESIDE,1200 Block of GIRARD ST,-122.400429640823,37.7171464036619
2006-07-26 01:57:00,Wednesday,CENTRAL,COSMO PL / OPHIR AL,-122.412799976929,37.788035366167996
2011-10-19 20:00:00,Wednesday,NORTHERN,900 Block of MCALLISTER ST,-122.428464085513,37.7791067704679
2004-09-13 12:15:00,Monday,CENTRAL,400 Block of FILBERT ST,-122.406428366219,37.801803328729
2013-02-22 12:00:00,Friday,NORTHERN,1000 Block of FILLMORE ST,-122.431927647615,37.779098324318106
2008-04-02 15:22:00,Wednesday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2008-04-20 15:00:00,Sunday,TARAVAL,18TH AV / LINCOLN WY,-122.476185908309,37.7654978720389
2008-08-19 13:36:00,Tuesday,MISSION,VALENCIA ST / 17TH ST,-122.421733767763,37.7632996945938
2007-05-31 14:50:00,Thursday,CENTRAL,300 Block of STOCKTON ST,-122.40675199552099,37.7887632382651
2010-07-27 19:30:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2009-10-28 23:50:00,Wednesday,BAYVIEW,100 Block of TOPEKA AV,-122.398088929937,37.7335006841226
2012-10-01 12:00:00,Monday,TARAVAL,2700 Block of 41ST AV,-122.49887011139299,37.7354484915926
2015-01-10 19:15:00,Saturday,NORTHERN,STEINER ST / PIXLEY ST,-122.437424299298,37.79827761996479
2004-10-25 19:00:00,Monday,PARK,0 Block of WALTER ST,-122.432450783401,37.768384878000795
2015-02-08 05:00:00,Sunday,TARAVAL,1900 Block of 20TH AV,-122.477416918118,37.75137502795671
2014-01-12 23:41:00,Sunday,TENDERLOIN,0 Block of GROVE ST,-122.415642487855,37.7788323158792
2011-05-05 14:55:00,Thursday,SOUTHERN,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2006-08-21 05:23:00,Monday,SOUTHERN,MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
2009-10-30 18:35:00,Friday,CENTRAL,0 Block of DRUMM ST,-122.396421943768,37.7941447423704
2010-09-21 19:00:00,Tuesday,SOUTHERN,500 Block of 9TH ST,-122.407702149718,37.7706967930865
2013-09-04 17:30:00,Wednesday,SOUTHERN,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2008-05-16 02:48:00,Friday,CENTRAL,600 Block of GEARY ST,-122.414010814727,37.7866770011071
2012-07-11 16:15:00,Wednesday,SOUTHERN,200 Block of 3RD ST,-122.399899436982,37.7846480308387
2009-09-17 21:30:00,Thursday,BAYVIEW,1500 Block of THOMAS AV,-122.390332083069,37.729937519957204
2008-05-04 14:01:00,Sunday,CENTRAL,600 Block of PACIFIC AV,-122.405433843199,37.7971305115043
2013-07-25 20:47:00,Thursday,CENTRAL,800 Block of GRANT AV,-122.406460320184,37.7947041509893
2013-07-08 19:31:00,Monday,MISSION,3400 Block of 20TH ST,-122.418513905576,37.7587201899841
2011-01-27 15:00:00,Thursday,SOUTHERN,MARKET ST / 11TH ST,-122.418698328939,37.7755894130051
2005-06-03 14:00:00,Friday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.401817240144,37.788440503956
2005-04-10 01:00:00,Sunday,NORTHERN,1000 Block of GEARY ST,-122.420592674438,37.785841624062
2013-11-03 22:00:00,Sunday,TARAVAL,RIVERA ST / 16TH AV,-122.472740914828,37.7469202212272
2008-05-29 11:30:00,Thursday,MISSION,17TH ST / DEARBORN ST,-122.42307769997,37.7632200897127
2007-09-18 15:00:00,Tuesday,MISSION,SAN JOSE AV / 24TH ST,-122.421598408178,37.7520477478734
2012-10-03 00:01:00,Wednesday,NORTHERN,2100 Block of FILLMORE ST,-122.43386682459999,37.78938922271779
